text,label
Security forces responded to a threat involving chemical gas in Amyberg led by Sherry Richards at 03:00.,critical
Jacqueline Wilson and Adriana Thomas conducted a drill with RPG near Rossbury around dawn.,critical
Military sources say Cindy Smith planned a strike at East Erikside using AK-47 at 13:30.,suspicious
Multiple drones carrying AK-47 spotted near New Sandra just after 13:30.,suspicious
Military sources say Seth Long planned a strike at Davenportfurt using chemical gas at midnight.,suspicious
Authorities in Port Frederickmouth detained Chelsey Smith with explosives resembling RPG at 20:15.,critical
Patricia Green confirmed a suspicious package was found near Lake Stephaniebury around midnight.,benign
Christopher Stephenson warned of an impending attack in Mcgeeview using sniper rifle at 07:45.,benign
Multiple drones carrying grenade spotted near North Abigail just after 03:00.,critical
A joint operation led by Tiffany Martin uncovered hidden drone caches in South Kimberly.,benign
"At 07:45, April York met with Kevin Mccoy in Pooleborough to discuss grenade.",suspicious
Katie Garner and Mary Edwards conducted a drill with drone near Millerland around 07:45.,benign
Military sources say Jonathan Allen planned a strike at Jordanburgh using RPG at 07:45.,benign
Authorities in North Katiemouth detained Karen Velazquez with explosives resembling RPG at 07:45.,benign
Natalie Sawyer and Joshua Daniel conducted a drill with grenade near Port Heidihaven around 20:15.,suspicious
03:00: Surveillance detected Jill Rogers transporting AK-47 through South Jason.,critical
Deborah Thomas confirmed a suspicious package was found near Robertsonfurt around midnight.,benign
A joint operation led by Kelly Marshall DDS uncovered hidden grenade caches in Lake Williamburgh.,critical
Authorities in Manuelview detained Kristina Smith with explosives resembling sniper rifle at 07:45.,suspicious
Military sources say Mariah George planned a strike at East Bailey using grenade at evening.,suspicious
Daniel Campos confirmed a suspicious package was found near New Michelleville around midnight.,critical
Amanda Henderson confirmed a suspicious package was found near Jenkinsmouth around 20:15.,benign
Security forces responded to a threat involving grenade in New Lauren led by Roger Casey at midnight.,benign
Jason Carpenter warned of an impending attack in Michaelshire using sniper rifle at midnight.,suspicious
evening: Surveillance detected Joann Palmer transporting AK-47 through Richardbury.,critical
dawn: Surveillance detected Marcus Wallace transporting sniper rifle through New Heather.,suspicious
Security forces responded to a threat involving AK-47 in Claytonland led by Tricia Bell at dawn.,benign
Multiple drones carrying chemical gas spotted near Perkinsland just after dawn.,critical
Frederick Schmidt and Taylor Allen conducted a drill with grenade near Lake Danachester around dawn.,benign
Multiple drones carrying AK-47 spotted near North Daleview just after 07:45.,critical
Maria Sanchez warned of an impending attack in Steventon using AK-47 at 07:45.,suspicious
Paul May warned of an impending attack in Nancyfort using IED at evening.,critical
Security forces responded to a threat involving AK-47 in Normanland led by Cheryl Davila at evening.,benign
Multiple drones carrying drone spotted near Joneschester just after 20:15.,benign
Thomas Rodriguez and Jonathan Marshall conducted a drill with RPG near Laurenland around evening.,benign
Security forces responded to a threat involving drone in Lake Victorfort led by William Martinez at dawn.,benign
Security forces responded to a threat involving grenade in North Katelyn led by Hailey Daniels at 03:00.,suspicious
Multiple drones carrying IED spotted near Amyton just after midnight.,suspicious
07:45: Surveillance detected Katherine Stevens transporting drone through Nguyenfort.,critical
Authorities in South Donald detained Alexander Rodriguez with explosives resembling IED at 07:45.,critical
A joint operation led by Barbara Green uncovered hidden chemical gas caches in Melissaport.,benign
A joint operation led by Spencer Torres uncovered hidden RPG caches in South Daniel.,critical
Authorities in Newtonchester detained Kara Burns with explosives resembling sniper rifle at 13:30.,critical
Timothy Porter warned of an impending attack in Richardshire using IED at 07:45.,critical
Multiple drones carrying IED spotted near Ramirezchester just after midnight.,critical
A joint operation led by David Sanders uncovered hidden drone caches in Trevinomouth.,suspicious
Security forces responded to a threat involving IED in South Margaretview led by Sherry Evans at 07:45.,suspicious
Authorities in North Howard detained James Curtis with explosives resembling chemical gas at midnight.,suspicious
Multiple drones carrying grenade spotted near East Lisa just after 07:45.,suspicious
Bryce Payne warned of an impending attack in West William using grenade at 13:30.,benign
Keith Rice and Daniel Bradshaw conducted a drill with chemical gas near Matthewfurt around 03:00.,critical
Military sources say Sarah James planned a strike at Christinabury using chemical gas at 20:15.,suspicious
Multiple drones carrying drone spotted near New Brianfurt just after 13:30.,suspicious
Authorities in West Mistytown detained Ronald Watson with explosives resembling drone at 03:00.,critical
Security forces responded to a threat involving chemical gas in South Christian led by Lindsey Velasquez at dawn.,critical
A joint operation led by Michael Garcia uncovered hidden grenade caches in Butlerland.,suspicious
Multiple drones carrying IED spotted near Hallmouth just after 03:00.,critical
"At midnight, Diana Mason met with Nicole Park in New Justin to discuss AK-47.",critical
Anna Ramos confirmed a suspicious package was found near Taylorbury around dawn.,suspicious
Military sources say Christopher Edwards planned a strike at Hodgesside using grenade at 13:30.,benign
03:00: Surveillance detected Michael Aguirre transporting grenade through Warrenview.,critical
Ashley Hopkins warned of an impending attack in Rodneyborough using IED at 20:15.,critical
Security forces responded to a threat involving RPG in West Victoria led by Lori Nguyen at 20:15.,critical
Multiple drones carrying RPG spotted near Lauraberg just after 03:00.,critical
Multiple drones carrying sniper rifle spotted near Brandonmouth just after 03:00.,critical
Cindy Wells warned of an impending attack in Markport using AK-47 at 03:00.,suspicious
Daniel Carlson confirmed a suspicious package was found near Michaelfort around midnight.,benign
20:15: Surveillance detected Ryan Hoffman transporting sniper rifle through West Travisview.,benign
Crystal Russell confirmed a suspicious package was found near Matthewton around 13:30.,critical
Multiple drones carrying sniper rifle spotted near Lake Christian just after 20:15.,critical
Authorities in New Rickey detained Hunter Long with explosives resembling IED at 13:30.,suspicious
A joint operation led by David Jackson Jr. uncovered hidden IED caches in Port Matthew.,critical
Michael Hancock and Jessica Flores MD conducted a drill with AK-47 near West Charles around 20:15.,benign
Security forces responded to a threat involving sniper rifle in Washingtonbury led by Crystal Lang at dawn.,benign
Multiple drones carrying sniper rifle spotted near North Billton just after 13:30.,critical
Authorities in West Jermaineland detained Monique Clay with explosives resembling sniper rifle at dawn.,critical
Patrick Abbott warned of an impending attack in West Christopher using IED at midnight.,benign
Mr. Joshua King confirmed a suspicious package was found near East Katherine around dawn.,suspicious
Daniel Hartman and Aaron Pollard conducted a drill with IED near Andreafurt around 13:30.,critical
Military sources say Brendan Meza planned a strike at Shawnland using IED at dawn.,critical
"At 07:45, Taylor Rivera met with Mr. Kyle Williams in East Scott to discuss grenade.",critical
"At 20:15, Rhonda Cole met with Jessica Johnson in Taylormouth to discuss IED.",critical
Multiple drones carrying sniper rifle spotted near Carrville just after 13:30.,critical
Larry Dunn confirmed a suspicious package was found near West Markside around evening.,suspicious
Military sources say Denise Cabrera planned a strike at Omarburgh using chemical gas at evening.,suspicious
Michael Avery warned of an impending attack in Whiteburgh using AK-47 at evening.,suspicious
Military sources say Robert Spencer planned a strike at Kennethburgh using drone at 03:00.,critical
"At 07:45, Kelly Robles met with Cory Brown in North Anthonyfurt to discuss sniper rifle.",benign
dawn: Surveillance detected Carlos Mann transporting RPG through New Kelsey.,suspicious
dawn: Surveillance detected Jose Silva transporting grenade through Olsonshire.,suspicious
"At dawn, Michael Salinas met with Willie Spencer in Cooperton to discuss chemical gas.",critical
Authorities in Vanessafort detained Tracy Morris with explosives resembling chemical gas at evening.,suspicious
13:30: Surveillance detected Karen Mills transporting sniper rifle through Susanstad.,benign
"At 20:15, Erin Evans met with Jack Wolf MD in Grantborough to discuss IED.",suspicious
Allen May confirmed a suspicious package was found near Port Thomasport around evening.,benign
Christopher Smith confirmed a suspicious package was found near Danielmouth around 07:45.,critical
A joint operation led by Aaron Brown uncovered hidden RPG caches in North Keith.,suspicious
A joint operation led by Michele Nolan uncovered hidden AK-47 caches in Campbellchester.,suspicious
Terry Soto and Kara Pennington conducted a drill with AK-47 near East Parker around 13:30.,critical
"At 07:45, Charles Brown met with Clinton Morris in Wardtown to discuss sniper rifle.",benign
Mr. David Davis confirmed a suspicious package was found near West Edwardton around evening.,suspicious
Diane Wright warned of an impending attack in Woodschester using RPG at dawn.,critical
Authorities in Salazarhaven detained Caitlin Moses with explosives resembling RPG at 20:15.,suspicious
Ellen Mccarty confirmed a suspicious package was found near Mikaylaton around 03:00.,critical
"At 03:00, Jose Edwards met with Garrett Delgado in South Janice to discuss chemical gas.",critical
Ms. Mallory Thornton warned of an impending attack in East Brandonhaven using IED at midnight.,suspicious
Multiple drones carrying AK-47 spotted near East Philipview just after 20:15.,critical
Authorities in Jamesview detained Sierra Johnston with explosives resembling AK-47 at 03:00.,critical
Military sources say Courtney Farley planned a strike at South Karla using chemical gas at 07:45.,suspicious
Melissa Bullock warned of an impending attack in Lake Samanthafort using sniper rifle at 03:00.,suspicious
Military sources say Rebecca Walters planned a strike at Robinfurt using chemical gas at 03:00.,benign
Authorities in Reedtown detained Nancy Sullivan with explosives resembling drone at 13:30.,critical
Security forces responded to a threat involving RPG in East John led by Renee Burgess at 20:15.,suspicious
Philip Bond confirmed a suspicious package was found near North Andrewport around 07:45.,benign
Security forces responded to a threat involving IED in South Kyleshire led by Colleen Brown at 07:45.,benign
Multiple drones carrying grenade spotted near East Jacobchester just after 07:45.,suspicious
Multiple drones carrying sniper rifle spotted near Dianeton just after midnight.,benign
Security forces responded to a threat involving AK-47 in Wendymouth led by Brooke Bradshaw at midnight.,suspicious
Brian Hughes confirmed a suspicious package was found near North Stanley around evening.,benign
"At 07:45, Terry Prince met with Ashley Galloway in Sydneyburgh to discuss sniper rifle.",suspicious
Kathryn Rios confirmed a suspicious package was found near West Brian around evening.,critical
"At dawn, Jaime Mack met with Brittney Hughes in Lake Davidport to discuss IED.",suspicious
Maxwell Rosario warned of an impending attack in Robertberg using drone at dawn.,critical
Multiple drones carrying AK-47 spotted near Middletonmouth just after 03:00.,benign
Military sources say Angel Nolan planned a strike at Port Alan using grenade at 13:30.,suspicious
Multiple drones carrying AK-47 spotted near Leblancchester just after 03:00.,critical
Mary Fowler and Yolanda Clark conducted a drill with chemical gas near Chadtown around 20:15.,benign
"At dawn, Dillon Cantu met with Jennifer Lucas in Lake Erik to discuss RPG.",benign
Security forces responded to a threat involving drone in South Richard led by Kevin Wilkins at 03:00.,benign
A joint operation led by Sean Anderson uncovered hidden IED caches in New Kimberlyside.,critical
Multiple drones carrying RPG spotted near East Edwardmouth just after 03:00.,suspicious
Authorities in New Lawrence detained Phillip White with explosives resembling grenade at 07:45.,suspicious
"At dawn, Sharon Murray met with Sandra Graves in Levystad to discuss RPG.",benign
Multiple drones carrying IED spotted near Paulaburgh just after 07:45.,critical
Authorities in Neilville detained Craig Summers with explosives resembling chemical gas at 07:45.,critical
Security forces responded to a threat involving drone in North Laura led by Sandra Mosley at 03:00.,critical
Michael Brown confirmed a suspicious package was found near South Christopherfurt around dawn.,suspicious
Connie Palmer and Brian Martin conducted a drill with chemical gas near North Angela around 20:15.,benign
"At 03:00, Timothy Martinez met with Kelly Blake in Lake James to discuss AK-47.",benign
Tanya Taylor warned of an impending attack in New Melindafurt using RPG at 13:30.,critical
A joint operation led by Sandra Hall uncovered hidden IED caches in North Jillbury.,benign
evening: Surveillance detected Kimberly Tate transporting RPG through New Monicaland.,suspicious
Veronica Rivera and Mrs. Kelly Reyes PhD conducted a drill with sniper rifle near North Angelaville around dawn.,critical
George Schneider warned of an impending attack in Paulshire using grenade at 03:00.,benign
Multiple drones carrying sniper rifle spotted near South Billfort just after 03:00.,critical
midnight: Surveillance detected Kristin Brown transporting IED through Jacksonmouth.,suspicious
Multiple drones carrying grenade spotted near Port Heather just after 13:30.,suspicious
Security forces responded to a threat involving drone in Woodmouth led by Jacqueline Patterson at 13:30.,critical
evening: Surveillance detected Tiffany Rivera transporting sniper rifle through North Crystalchester.,critical
07:45: Surveillance detected Kimberly Wilson transporting IED through Woodmouth.,benign
07:45: Surveillance detected Maria Snow transporting RPG through Jeremyborough.,benign
20:15: Surveillance detected Barbara Smith transporting chemical gas through South Cherylstad.,suspicious
Patrick Garcia warned of an impending attack in Harmonbury using sniper rifle at dawn.,suspicious
Security forces responded to a threat involving sniper rifle in West Eric led by Jesse Ferguson at 20:15.,suspicious
Authorities in North Timothy detained Austin Clark with explosives resembling AK-47 at 13:30.,benign
A joint operation led by Eric Castillo uncovered hidden drone caches in Johnstad.,suspicious
Nicholas Sherman and Douglas Taylor conducted a drill with drone near West Jeremyville around dawn.,suspicious
Military sources say Derrick Ortega planned a strike at Jessicaport using sniper rifle at 03:00.,benign
Christina Nunez and Melody Fox conducted a drill with RPG near Bakerbury around 03:00.,suspicious
"At 20:15, David Myers met with Robert Nelson PhD in Youngberg to discuss AK-47.",benign
Military sources say Veronica Robertson planned a strike at South Johnchester using chemical gas at midnight.,critical
Security forces responded to a threat involving RPG in Port Dale led by Kenneth Torres at midnight.,benign
A joint operation led by Scott Williams uncovered hidden drone caches in New Alexandertown.,suspicious
Michael Perez confirmed a suspicious package was found near East Pennyburgh around 20:15.,critical
07:45: Surveillance detected Carrie Reed transporting RPG through Millershire.,suspicious
Steven Myers warned of an impending attack in Parsonsburgh using drone at evening.,critical
13:30: Surveillance detected John Terry transporting sniper rifle through New Deborahmouth.,suspicious
Multiple drones carrying chemical gas spotted near Susanport just after 03:00.,critical
A joint operation led by Jennifer Johnson uncovered hidden IED caches in North Brian.,suspicious
Authorities in North Gregory detained Tanya Ray with explosives resembling grenade at 03:00.,benign
Authorities in New Lisa detained Michael King with explosives resembling AK-47 at 13:30.,suspicious
"At 07:45, Kevin Brooks met with Michael Taylor in North Mary to discuss AK-47.",critical
Security forces responded to a threat involving sniper rifle in Hendrickstown led by Jennifer Davidson at 07:45.,critical
Bruce Rocha confirmed a suspicious package was found near North Ericfort around dawn.,critical
Trevor Hill and Sarah Maddox conducted a drill with RPG near South Lisamouth around 07:45.,critical
Richard Davis warned of an impending attack in Port Natalieville using RPG at evening.,benign
Security forces responded to a threat involving chemical gas in Barberhaven led by Andrew Lopez PhD at dawn.,suspicious
"At 03:00, Thomas Burns met with Michael Lee in New Patriciaburgh to discuss RPG.",benign
Multiple drones carrying AK-47 spotted near North William just after 20:15.,benign
Theodore Anderson warned of an impending attack in New Travischester using sniper rifle at 20:15.,critical
Security forces responded to a threat involving sniper rifle in Brownmouth led by Tammy Burns at evening.,suspicious
Security forces responded to a threat involving sniper rifle in Kimhaven led by Nicole Carrillo at 13:30.,benign
Authorities in Josephshire detained Crystal Fry with explosives resembling IED at 20:15.,critical
midnight: Surveillance detected Brandy Martinez transporting drone through North Alexandra.,suspicious
A joint operation led by Ashley Bolton uncovered hidden grenade caches in Woodshire.,benign
Security forces responded to a threat involving AK-47 in Lindaview led by Lisa Nelson at 13:30.,suspicious
Authorities in Sallymouth detained Christopher Harrison with explosives resembling RPG at 13:30.,critical
Security forces responded to a threat involving IED in Lake Kathleen led by Heather Mcintyre at evening.,critical
A joint operation led by Latoya Hood uncovered hidden RPG caches in South Perry.,suspicious
Tyler Novak confirmed a suspicious package was found near Cherylstad around 13:30.,suspicious
Authorities in Wellsbury detained John Torres with explosives resembling drone at 20:15.,suspicious
Military sources say Patricia Edwards planned a strike at North Zachary using sniper rifle at 03:00.,benign
dawn: Surveillance detected Jamie Goodwin transporting IED through Reginaport.,suspicious
Multiple drones carrying AK-47 spotted near Reyesbury just after 03:00.,critical
Security forces responded to a threat involving AK-47 in Patelbury led by Kylie Whitehead at 13:30.,critical
midnight: Surveillance detected Edward Kelly transporting RPG through Harveystad.,suspicious
midnight: Surveillance detected Kenneth Griffin transporting sniper rifle through West Brittany.,critical
20:15: Surveillance detected Jeffrey Pierce transporting drone through Port Amanda.,critical
"At dawn, Ashley Barber met with Brooke Obrien in Elizabethchester to discuss sniper rifle.",suspicious
Multiple drones carrying sniper rifle spotted near Michaelville just after midnight.,benign
Multiple drones carrying sniper rifle spotted near Williamsberg just after 20:15.,benign
03:00: Surveillance detected Samantha Gonzales transporting IED through Jeremytown.,critical
Ian Brooks confirmed a suspicious package was found near Melissatown around 13:30.,suspicious
Authorities in Port Brian detained Robin Meadows with explosives resembling IED at 20:15.,suspicious
Jesus Bryan confirmed a suspicious package was found near Oconnellhaven around 20:15.,critical
Katelyn English warned of an impending attack in Sloanshire using sniper rifle at 20:15.,critical
evening: Surveillance detected Kelly Swanson transporting grenade through New Richard.,benign
A joint operation led by Angela Moreno uncovered hidden grenade caches in Stephentown.,critical
Melinda Sanford confirmed a suspicious package was found near Lake Susanport around evening.,benign
Military sources say Michelle Young planned a strike at Thomasfort using grenade at 07:45.,suspicious
Security forces responded to a threat involving sniper rifle in Williamview led by Stephanie Nelson at 13:30.,critical
Nathaniel Wiley confirmed a suspicious package was found near East Steventown around evening.,critical
20:15: Surveillance detected Kimberly Sherman transporting AK-47 through Dawnhaven.,critical
Alex Garcia warned of an impending attack in Port Christineberg using grenade at 13:30.,critical
Stephanie Fitzpatrick warned of an impending attack in Millerburgh using chemical gas at 03:00.,suspicious
"At midnight, Whitney Fowler met with Sharon Johnson in Kristinamouth to discuss grenade.",suspicious
"At 03:00, Carol Bennett met with Margaret Lam in Reynoldsburgh to discuss RPG.",benign
A joint operation led by Melinda Mccann uncovered hidden grenade caches in Rogersport.,suspicious
Authorities in Ryanland detained Rebecca Mercer with explosives resembling grenade at evening.,suspicious
A joint operation led by Kristen Peterson uncovered hidden drone caches in Garyside.,benign
Security forces responded to a threat involving grenade in Port Kathleenfort led by Kendra Guerra at 20:15.,critical
Authorities in Sellersport detained Jordan Smith with explosives resembling RPG at 20:15.,suspicious
Security forces responded to a threat involving chemical gas in Dennisland led by Caroline Baker at 20:15.,suspicious
Security forces responded to a threat involving IED in Oconnorland led by Katie Phillips at dawn.,suspicious
20:15: Surveillance detected Elizabeth Smith transporting grenade through Perezbury.,suspicious
Security forces responded to a threat involving grenade in Williamsfort led by Tina Munoz at evening.,benign
Authorities in North Deborahberg detained Amber Haas with explosives resembling chemical gas at midnight.,suspicious
Multiple drones carrying IED spotted near Lake Elizabethland just after 20:15.,benign
Phillip Stephens warned of an impending attack in Markport using AK-47 at 13:30.,critical
Military sources say Samantha Flores planned a strike at Port Thomasmouth using sniper rifle at 03:00.,suspicious
Multiple drones carrying RPG spotted near Elizabethmouth just after evening.,critical
"At dawn, Joe Lee met with Austin Erickson in Lake Allen to discuss IED.",benign
Multiple drones carrying RPG spotted near West Patricia just after evening.,benign
evening: Surveillance detected David Rosales transporting drone through Rodriguezhaven.,benign
Charles Gonzalez and Gary Barton conducted a drill with RPG near New Jesse around 20:15.,suspicious
Security forces responded to a threat involving sniper rifle in Lindsayville led by Kyle Rhodes at 03:00.,suspicious
Tammy King confirmed a suspicious package was found near Lindsayville around dawn.,benign
Multiple drones carrying drone spotted near Sethton just after 03:00.,suspicious
Richard Craig and Valerie Molina conducted a drill with sniper rifle near Sextonside around 07:45.,suspicious
Security forces responded to a threat involving RPG in South Amy led by Kenneth Brennan at midnight.,benign
"At 07:45, Andrew Mclaughlin met with Kimberly Williams in Michellehaven to discuss RPG.",benign
Karen Jackson warned of an impending attack in Jasmineland using drone at dawn.,suspicious
Military sources say Ronald Long planned a strike at Spenceville using grenade at 13:30.,suspicious
Nicole Richards confirmed a suspicious package was found near East Thomas around 13:30.,suspicious
A joint operation led by Eric Oliver uncovered hidden drone caches in West Miranda.,critical
A joint operation led by Michael Walls uncovered hidden chemical gas caches in Pamelaton.,benign
A joint operation led by Lee Cruz uncovered hidden sniper rifle caches in Cruzberg.,critical
Authorities in Davisborough detained Victor Thompson with explosives resembling RPG at 20:15.,suspicious
A joint operation led by Gregory Garcia Jr. uncovered hidden drone caches in New Nathaniel.,critical
Stephen Fischer confirmed a suspicious package was found near West Rebeccatown around 03:00.,suspicious
Security forces responded to a threat involving drone in Garnerborough led by Amanda Rhodes at evening.,suspicious
Jeffrey Casey and Dr. Rachel Bowen conducted a drill with sniper rifle near Atkinsfort around 13:30.,benign
Multiple drones carrying sniper rifle spotted near Murrayview just after midnight.,suspicious
Security forces responded to a threat involving sniper rifle in South Johnmouth led by Ryan Thompson at 13:30.,critical
Daniel Park confirmed a suspicious package was found near Ramirezfurt around 03:00.,critical
Multiple drones carrying drone spotted near Timothyfort just after midnight.,suspicious
Daniel Long confirmed a suspicious package was found near Westside around 13:30.,critical
Military sources say Michelle Simmons planned a strike at Ronaldland using drone at dawn.,benign
Nicole Zhang confirmed a suspicious package was found near West Mark around 03:00.,critical
Military sources say Patrick Miller planned a strike at New Paul using IED at midnight.,benign
Security forces responded to a threat involving sniper rifle in North Jennifer led by Seth Smith at dawn.,critical
Katie Lowe warned of an impending attack in West Jeffrey using grenade at 03:00.,critical
Military sources say Maria Lopez planned a strike at East Deborahfurt using sniper rifle at 13:30.,benign
Multiple drones carrying sniper rifle spotted near West Scott just after dawn.,suspicious
Security forces responded to a threat involving sniper rifle in Ericaland led by Mrs. Alyssa Fuller PhD at 07:45.,suspicious
"At midnight, Kelly Walker met with Susan King in Wilkinshaven to discuss chemical gas.",suspicious
A joint operation led by Justin Oneal uncovered hidden IED caches in East Veronica.,suspicious
Authorities in Geoffreyfort detained Phillip White with explosives resembling sniper rifle at 20:15.,suspicious
Brian Hall warned of an impending attack in North Davidmouth using RPG at dawn.,critical
Nathan White and Robert Phelps DVM conducted a drill with grenade near Maxwelltown around 13:30.,suspicious
Security forces responded to a threat involving IED in South Pamelahaven led by Kimberly Powell at evening.,suspicious
Security forces responded to a threat involving chemical gas in South Reginaborough led by Amanda Riley at 13:30.,benign
Timothy Hughes confirmed a suspicious package was found near West Cheyenne around midnight.,benign
Brian Fisher and William Hamilton conducted a drill with AK-47 near Raymondborough around 03:00.,critical
dawn: Surveillance detected Jennifer Ortega transporting RPG through East Anthony.,benign
Military sources say Claire Knox planned a strike at South Samuel using drone at 13:30.,benign
Security forces responded to a threat involving grenade in Haroldland led by Katie Williams at 20:15.,critical
Nathan Taylor Jr. confirmed a suspicious package was found near South Dylan around midnight.,benign
Jeffrey Miller warned of an impending attack in Port Mark using RPG at dawn.,suspicious
Security forces responded to a threat involving IED in West Ernest led by Jennifer Mclaughlin at 07:45.,critical
A joint operation led by Erin Garcia uncovered hidden drone caches in West Roberthaven.,critical
A joint operation led by Michael Hinton uncovered hidden chemical gas caches in Mercadoview.,benign
Military sources say Daniel Brooks planned a strike at Simonhaven using RPG at 07:45.,critical
Military sources say Nathan Elliott planned a strike at Sandraberg using AK-47 at 13:30.,critical
Security forces responded to a threat involving RPG in Lake Amanda led by James Hodge at 20:15.,critical
Multiple drones carrying AK-47 spotted near West Evan just after 03:00.,benign
A joint operation led by Melanie Atkinson uncovered hidden sniper rifle caches in South Danielbury.,benign
A joint operation led by Marcus Brown uncovered hidden drone caches in East Laurenborough.,critical
Authorities in Williamsview detained Paul Nguyen with explosives resembling RPG at evening.,suspicious
Security forces responded to a threat involving drone in Reedtown led by Jennifer Alvarado at 20:15.,benign
Alyssa Dunn confirmed a suspicious package was found near Myerschester around 03:00.,suspicious
Tracy Stewart confirmed a suspicious package was found near East Ryanmouth around evening.,suspicious
Amanda Peterson confirmed a suspicious package was found near Josephmouth around evening.,critical
Jessica Jackson confirmed a suspicious package was found near New Cynthiaside around evening.,suspicious
"At evening, Patricia Stewart met with Reginald Oliver in Christiefort to discuss grenade.",benign
Danny Harrison warned of an impending attack in Hortonfort using grenade at midnight.,suspicious
Tracy Jacobson warned of an impending attack in East Teresaburgh using grenade at dawn.,suspicious
evening: Surveillance detected Gary Diaz transporting chemical gas through New Lindsaystad.,suspicious
Phillip Curtis and Lauren Gutierrez conducted a drill with chemical gas near Camposchester around dawn.,critical
20:15: Surveillance detected Savannah Henry transporting RPG through Jamesburgh.,critical
Security forces responded to a threat involving grenade in Greenmouth led by Jason Craig at 07:45.,benign
Military sources say Steven Torres planned a strike at Aaronburgh using AK-47 at dawn.,critical
Multiple drones carrying RPG spotted near North Martin just after evening.,suspicious
"At dawn, Jacob Smith met with Juan Yates in Joseport to discuss sniper rifle.",suspicious
Donald Torres and James Dillon conducted a drill with drone near Ericport around 20:15.,suspicious
"At evening, Jordan Johnson met with Thomas Young in Port Antonio to discuss sniper rifle.",critical
Multiple drones carrying IED spotted near Johnsonshire just after 07:45.,suspicious
A joint operation led by Courtney Young uncovered hidden AK-47 caches in East Joanview.,critical
Devin Hardy confirmed a suspicious package was found near West Stephenborough around 03:00.,benign
Authorities in Mejialand detained Lisa Miller with explosives resembling drone at 07:45.,suspicious
"At dawn, John Salazar met with Jonathan Evans in New Tammy to discuss sniper rifle.",benign
Andrew Snyder and Philip Hobbs conducted a drill with chemical gas near Bethton around midnight.,critical
Kelly Jenkins and Terry Brown conducted a drill with RPG near North Kristinaborough around 20:15.,critical
13:30: Surveillance detected Mary Ponce transporting chemical gas through West Samanthatown.,benign
Security forces responded to a threat involving drone in Georgemouth led by Deborah Rivera at 03:00.,benign
"At dawn, Darren Fitzgerald met with Joshua Eaton in Leslieville to discuss AK-47.",critical
Security forces responded to a threat involving AK-47 in New Deborah led by Peter Kim at 20:15.,critical
Military sources say James Stuart planned a strike at East Abigailstad using RPG at 03:00.,critical
"At 20:15, Mark Ferguson met with Jonathan Galvan in East Shannonview to discuss IED.",suspicious
Security forces responded to a threat involving grenade in Lake Larryport led by Debra Horne at midnight.,benign
Curtis Baker and Vanessa Farrell conducted a drill with sniper rifle near Port Angela around 13:30.,critical
"At 13:30, Patrick Michael met with Melissa Gomez in West Christopher to discuss drone.",critical
Perry Pope confirmed a suspicious package was found near Osbornestad around midnight.,benign
Authorities in Vasquezfort detained Abigail James with explosives resembling AK-47 at midnight.,benign
A joint operation led by Michael Skinner uncovered hidden sniper rifle caches in Mitchellchester.,benign
A joint operation led by Jerry Crawford uncovered hidden sniper rifle caches in Patelborough.,benign
Authorities in Pattonland detained Mrs. Tina Miller with explosives resembling IED at midnight.,critical
Joseph Murray and Michael Adams conducted a drill with chemical gas near North Matthew around 20:15.,suspicious
Darrell Richards confirmed a suspicious package was found near Rogersview around evening.,benign
dawn: Surveillance detected Bruce Marquez transporting RPG through Deborahburgh.,benign
03:00: Surveillance detected Adam Maddox transporting drone through Port Stanleyport.,benign
Regina Hooper warned of an impending attack in South Mary using drone at midnight.,critical
Chris Castillo warned of an impending attack in South Denisechester using RPG at 03:00.,critical
Patricia Velasquez and Mathew Davis conducted a drill with AK-47 near Rachelfurt around 03:00.,critical
Military sources say Michelle Davis planned a strike at Garciaberg using chemical gas at dawn.,critical
Garrett Evans warned of an impending attack in West Angelaborough using drone at 20:15.,benign
Authorities in New Valerie detained William Pratt with explosives resembling grenade at midnight.,critical
Military sources say Kim Anderson planned a strike at Hawkinston using drone at evening.,benign
Authorities in South Philipberg detained David White with explosives resembling chemical gas at 03:00.,suspicious
Security forces responded to a threat involving RPG in North Ronaldhaven led by Ashley Elliott at 07:45.,benign
A joint operation led by Emily Adams uncovered hidden RPG caches in Lake Bethany.,critical
evening: Surveillance detected Diana Potter transporting sniper rifle through Gomezberg.,suspicious
Military sources say Daniel Mason planned a strike at Raymondland using IED at 03:00.,suspicious
Security forces responded to a threat involving drone in West Ana led by Jared Rojas at dawn.,benign
"At evening, Jade Fuller met with Mary Smith in South Leslieville to discuss IED.",suspicious
Thomas Gonzalez warned of an impending attack in Davenportmouth using RPG at evening.,benign
"At 03:00, Vanessa Woodard met with Chelsea Higgins in Sharpport to discuss grenade.",benign
Security forces responded to a threat involving sniper rifle in Justinstad led by Richard Hess at dawn.,critical
Security forces responded to a threat involving grenade in New Sarah led by Mary Bailey at 20:15.,suspicious
Jeffrey Boyd confirmed a suspicious package was found near Clarkchester around 03:00.,suspicious
A joint operation led by Abigail Silva uncovered hidden sniper rifle caches in New Ryan.,critical
Shawn Cruz and Cory Rodriguez conducted a drill with IED near Guerrerochester around 07:45.,benign
A joint operation led by Gary Freeman uncovered hidden grenade caches in Davidhaven.,benign
Security forces responded to a threat involving IED in Lake Brandybury led by Travis Chapman at 13:30.,benign
Samuel Vaughan warned of an impending attack in West Michael using drone at dawn.,benign
